rt,key_press,correct,coherent_movement_direction,coherent_orientation,task_type,task_transition,congruency,id,run
550,j,TRUE,180,0,or,switch,incongruent,1,6
512,j,TRUE,0,180,mov,switch,incongruent,1,6
419,f,TRUE,180,180,mov,repetition,congruent,1,6
482,f,TRUE,180,180,or,switch,congruent,1,6
465,j,TRUE,0,0,mov,switch,congruent,1,6
613,j,TRUE,0,0,or,switch,congruent,1,6
539,j,TRUE,0,0,or,repetition,congruent,1,6
471,f,TRUE,180,180,mov,switch,congruent,1,6
658,f,TRUE,0,180,or,switch,incongruent,1,6
523,f,TRUE,180,180,or,repetition,congruent,1,6
528,f,TRUE,0,180,or,repetition,incongruent,1,6
652,j,TRUE,0,0,or,repetition,congruent,1,6
568,j,TRUE,0,0,or,repetition,congruent,1,6
753,f,TRUE,0,180,or,repetition,incongruent,1,6
472,j,TRUE,0,180,mov,switch,incongruent,1,6
564,j,TRUE,0,180,mov,repetition,incongruent,1,6
486,f,TRUE,180,0,mov,repetition,incongruent,1,6
627,j,TRUE,180,0,or,switch,incongruent,1,6
715,f,TRUE,180,0,mov,switch,incongruent,1,6
750,f,TRUE,180,180,mov,repetition,congruent,1,6
372,j,TRUE,0,180,mov,repetition,incongruent,1,6
551,j,TRUE,180,0,or,switch,incongruent,1,6
488,f,TRUE,180,180,or,repetition,congruent,1,6
486,j,TRUE,0,0,mov,switch,congruent,1,6
484,f,TRUE,0,180,or,switch,incongruent,1,6
550,f,TRUE,0,180,or,repetition,incongruent,1,6
789,j,TRUE,180,0,or,repetition,incongruent,1,6
513,j,TRUE,0,180,mov,switch,incongruent,1,6
570,f,TRUE,180,0,mov,repetition,incongruent,1,6
620,f,TRUE,180,180,or,switch,congruent,1,6
522,j,TRUE,0,0,mov,switch,congruent,1,6
475,f,TRUE,180,180,or,switch,congruent,1,6
440,j,TRUE,0,0,mov,switch,congruent,1,6
448,f,TRUE,180,180,mov,repetition,congruent,1,6
537,f,TRUE,0,180,or,switch,incongruent,1,6
581,j,TRUE,180,0,or,repetition,incongruent,1,6
503,j,TRUE,0,0,or,repetition,congruent,1,6
364,f,TRUE,180,0,mov,switch,incongruent,1,6
411,j,TRUE,180,0,or,switch,incongruent,1,6
603,j,TRUE,0,0,or,repetition,congruent,1,6
387,f,TRUE,180,180,or,repetition,congruent,1,6
439,j,TRUE,0,0,mov,switch,congruent,1,6
401,f,TRUE,180,180,or,switch,congruent,1,6
488,j,TRUE,180,0,or,repetition,incongruent,1,6
364,f,TRUE,180,0,mov,switch,incongruent,1,6
469,j,TRUE,180,0,or,switch,incongruent,1,6
544,f,TRUE,180,180,mov,switch,congruent,1,6
433,j,TRUE,180,0,or,switch,incongruent,1,6
554,j,TRUE,0,0,mov,switch,congruent,1,6
357,f,TRUE,0,180,or,switch,incongruent,1,6
571,f,TRUE,180,180,mov,switch,congruent,1,6
509,f,TRUE,0,180,or,switch,incongruent,1,6
478,j,TRUE,0,180,mov,switch,incongruent,1,6
497,j,TRUE,0,0,mov,repetition,congruent,1,6
495,f,TRUE,180,180,mov,repetition,congruent,1,6
485,j,TRUE,0,180,mov,repetition,incongruent,1,6
414,f,TRUE,180,180,or,switch,congruent,1,6
509,f,TRUE,180,0,mov,switch,incongruent,1,6
431,j,TRUE,0,0,or,switch,congruent,1,6
418,f,TRUE,180,180,or,repetition,congruent,1,6
468,j,TRUE,0,0,or,repetition,congruent,1,6
425,j,TRUE,180,0,or,repetition,incongruent,1,6
474,j,TRUE,0,0,mov,switch,congruent,1,6
513,j,TRUE,0,0,mov,repetition,congruent,1,6
405,f,TRUE,180,180,mov,repetition,congruent,1,6
512,j,TRUE,0,0,or,switch,congruent,1,6
416,f,TRUE,180,180,mov,switch,congruent,1,6
455,j,TRUE,0,180,mov,repetition,incongruent,1,6
385,f,TRUE,180,0,mov,repetition,incongruent,1,6
460,f,TRUE,180,0,mov,repetition,incongruent,1,6
596,f,TRUE,0,180,or,switch,incongruent,1,6
442,j,TRUE,0,0,mov,switch,congruent,1,6
473,f,TRUE,180,180,mov,repetition,congruent,1,6
511,f,TRUE,0,180,or,switch,incongruent,1,6
486,j,TRUE,0,0,or,repetition,congruent,1,6
514,f,FALSE,0,180,mov,switch,incongruent,1,6
513,f,TRUE,180,180,mov,repetition,congruent,1,6
449,f,TRUE,180,180,mov,repetition,congruent,1,6
581,j,TRUE,0,180,mov,repetition,incongruent,1,6
707,f,TRUE,180,0,mov,repetition,incongruent,1,6
493,f,TRUE,0,180,or,switch,incongruent,1,6
660,f,TRUE,180,180,or,repetition,congruent,1,6
566,f,TRUE,180,180,or,repetition,congruent,1,6
584,f,TRUE,180,180,or,repetition,congruent,1,6
600,f,TRUE,180,0,mov,switch,incongruent,1,6
611,j,TRUE,180,0,or,switch,incongruent,1,6
585,f,TRUE,180,0,mov,null,incongruent,1,7
385,j,TRUE,0,0,or,switch,congruent,1,7
559,j,TRUE,180,0,or,repetition,incongruent,1,7
470,f,TRUE,180,180,or,repetition,congruent,1,7
525,f,TRUE,180,0,mov,switch,incongruent,1,7
382,j,TRUE,0,0,or,switch,congruent,1,7
463,f,TRUE,180,180,or,repetition,congruent,1,7
462,j,TRUE,0,0,mov,switch,congruent,1,7
508,j,TRUE,180,0,or,switch,incongruent,1,7
570,j,TRUE,0,0,or,repetition,congruent,1,7
405,f,TRUE,180,0,mov,switch,incongruent,1,7
537,f,TRUE,180,180,mov,repetition,congruent,1,7
483,f,TRUE,180,180,or,switch,congruent,1,7
437,j,TRUE,0,180,mov,switch,incongruent,1,7
429,j,TRUE,0,0,or,switch,congruent,1,7
482,f,TRUE,0,180,or,repetition,incongruent,1,7
531,f,TRUE,180,180,or,repetition,congruent,1,7
495,j,TRUE,0,0,mov,switch,congruent,1,7
426,f,TRUE,180,0,mov,repetition,incongruent,1,7
469,f,TRUE,180,180,mov,repetition,congruent,1,7
462,j,TRUE,0,180,mov,repetition,incongruent,1,7
459,j,TRUE,0,0,mov,repetition,congruent,1,7
552,j,TRUE,180,0,or,switch,incongruent,1,7
458,f,TRUE,180,180,mov,switch,congruent,1,7
524,j,TRUE,0,0,mov,repetition,congruent,1,7
671,j,TRUE,180,0,or,switch,incongruent,1,7
526,f,TRUE,0,180,or,repetition,incongruent,1,7
548,f,TRUE,180,180,or,repetition,congruent,1,7
436,f,TRUE,180,0,mov,switch,incongruent,1,7
409,j,TRUE,0,0,mov,repetition,congruent,1,7
428,f,TRUE,180,180,or,switch,congruent,1,7
453,j,TRUE,0,0,mov,switch,congruent,1,7
536,j,TRUE,180,0,or,switch,incongruent,1,7
548,j,TRUE,180,0,or,repetition,incongruent,1,7
582,j,TRUE,0,180,mov,switch,incongruent,1,7
659,f,TRUE,180,180,or,switch,congruent,1,7
416,f,TRUE,180,0,mov,switch,incongruent,1,7
473,f,TRUE,0,180,or,switch,incongruent,1,7
463,j,TRUE,0,180,mov,switch,incongruent,1,7
577,j,TRUE,0,0,or,switch,congruent,1,7
396,f,TRUE,180,0,mov,switch,incongruent,1,7
520,j,TRUE,180,0,or,switch,incongruent,1,7
602,j,FALSE,180,0,mov,switch,incongruent,1,7
381,j,TRUE,0,0,mov,repetition,congruent,1,7
584,j,TRUE,0,180,mov,repetition,incongruent,1,7
383,f,TRUE,180,180,mov,repetition,congruent,1,7
486,f,TRUE,180,180,mov,repetition,congruent,1,7
565,j,TRUE,180,0,or,switch,incongruent,1,7
537,f,TRUE,180,180,or,repetition,congruent,1,7
330,j,TRUE,0,180,mov,switch,incongruent,1,7
404,j,TRUE,0,180,mov,repetition,incongruent,1,7
392,j,TRUE,0,0,mov,repetition,congruent,1,7
459,j,TRUE,180,0,or,switch,incongruent,1,7
470,j,TRUE,180,0,or,repetition,incongruent,1,7
429,f,TRUE,180,180,mov,switch,congruent,1,7
494,f,TRUE,180,180,or,switch,congruent,1,7
384,f,TRUE,180,180,mov,switch,congruent,1,7
425,j,TRUE,0,0,mov,repetition,congruent,1,7
495,f,TRUE,180,180,or,switch,congruent,1,7
425,j,TRUE,0,180,mov,switch,incongruent,1,7
383,f,TRUE,180,180,mov,repetition,congruent,1,7
482,f,TRUE,180,180,mov,repetition,congruent,1,7
660,f,TRUE,180,180,or,switch,congruent,1,7
353,f,TRUE,180,0,mov,switch,incongruent,1,7
384,j,TRUE,0,180,mov,repetition,incongruent,1,7
460,j,TRUE,0,0,or,switch,congruent,1,7
471,j,TRUE,180,0,or,repetition,incongruent,1,7
726,j,FALSE,180,0,mov,switch,incongruent,1,7
416,j,TRUE,0,0,mov,repetition,congruent,1,7
459,j,TRUE,0,180,mov,repetition,incongruent,1,7
560,f,TRUE,180,0,mov,repetition,incongruent,1,7
425,j,TRUE,0,0,or,switch,congruent,1,7
448,f,TRUE,180,180,mov,switch,congruent,1,7
395,j,TRUE,0,0,or,switch,congruent,1,7
559,f,TRUE,0,180,or,repetition,incongruent,1,7
449,j,TRUE,0,0,or,repetition,congruent,1,7
531,f,TRUE,0,180,or,repetition,incongruent,1,7
574,j,TRUE,0,180,mov,switch,incongruent,1,7
409,f,TRUE,180,180,mov,repetition,congruent,1,7
409,j,TRUE,0,0,mov,repetition,congruent,1,7
453,f,TRUE,180,0,mov,repetition,incongruent,1,7
365,j,TRUE,0,0,mov,repetition,congruent,1,7
359,f,TRUE,0,180,or,switch,incongruent,1,7
451,f,TRUE,0,180,or,repetition,incongruent,1,7
506,f,TRUE,0,180,or,repetition,incongruent,1,7
493,f,TRUE,180,180,mov,switch,congruent,1,7
427,j,TRUE,0,0,or,switch,congruent,1,7
449,j,TRUE,0,0,or,repetition,congruent,1,7
503,j,TRUE,0,180,mov,switch,incongruent,1,7
624,f,TRUE,0,180,or,switch,incongruent,1,7
469,j,TRUE,0,0,or,repetition,congruent,1,7
469,f,TRUE,0,180,or,repetition,incongruent,1,7
424,f,TRUE,0,180,or,repetition,incongruent,1,7
602,j,TRUE,180,0,or,repetition,incongruent,1,7
508,f,TRUE,0,180,or,repetition,incongruent,1,7
570,f,TRUE,180,180,or,repetition,congruent,1,7
602,f,TRUE,180,180,or,null,congruent,1,8
552,f,TRUE,180,180,or,repetition,congruent,1,8
391,j,TRUE,0,180,mov,switch,incongruent,1,8
404,f,TRUE,180,180,or,switch,congruent,1,8
397,j,TRUE,0,0,or,repetition,congruent,1,8
447,j,TRUE,0,0,mov,switch,congruent,1,8
471,f,TRUE,180,180,mov,repetition,congruent,1,8
397,f,TRUE,0,180,or,switch,incongruent,1,8
382,j,TRUE,180,0,or,repetition,incongruent,1,8
392,f,TRUE,180,180,or,repetition,congruent,1,8
381,f,TRUE,180,0,mov,switch,incongruent,1,8
416,f,TRUE,180,180,or,switch,congruent,1,8
408,f,TRUE,180,0,mov,switch,incongruent,1,8
485,f,TRUE,180,0,mov,repetition,incongruent,1,8
392,f,TRUE,180,180,mov,repetition,congruent,1,8
480,f,TRUE,0,180,or,switch,incongruent,1,8
416,j,TRUE,0,0,mov,switch,congruent,1,8
403,j,TRUE,0,0,mov,repetition,congruent,1,8
440,f,TRUE,180,0,mov,repetition,incongruent,1,8
472,j,TRUE,0,180,mov,repetition,incongruent,1,8
329,f,TRUE,180,180,mov,repetition,congruent,1,8
417,j,TRUE,0,0,or,switch,congruent,1,8
396,f,TRUE,180,180,or,repetition,congruent,1,8
380,f,TRUE,180,180,mov,switch,congruent,1,8
459,j,TRUE,0,0,or,switch,congruent,1,8
360,f,TRUE,180,180,or,repetition,congruent,1,8
451,f,TRUE,0,180,or,repetition,incongruent,1,8
538,j,TRUE,180,0,or,repetition,incongruent,1,8
447,f,TRUE,0,180,or,repetition,incongruent,1,8
438,f,TRUE,180,180,or,repetition,congruent,1,8
470,f,TRUE,180,180,or,repetition,congruent,1,8
404,f,TRUE,180,0,mov,switch,incongruent,1,8
563,j,TRUE,0,0,or,switch,congruent,1,8
636,j,TRUE,0,0,mov,switch,congruent,1,8
382,f,FALSE,180,0,or,switch,incongruent,1,8
397,j,TRUE,180,0,or,repetition,incongruent,1,8
559,j,TRUE,180,0,or,repetition,incongruent,1,8
438,j,TRUE,0,0,mov,switch,congruent,1,8
370,j,TRUE,180,0,or,switch,incongruent,1,8
281,j,TRUE,0,180,mov,switch,incongruent,1,8
447,f,TRUE,180,180,mov,repetition,congruent,1,8
516,f,TRUE,180,180,mov,repetition,congruent,1,8
317,f,TRUE,180,180,or,switch,congruent,1,8
404,f,TRUE,0,180,or,repetition,incongruent,1,8
344,f,TRUE,180,180,mov,switch,congruent,1,8
383,j,TRUE,0,0,mov,repetition,congruent,1,8
376,j,TRUE,0,0,or,switch,congruent,1,8
381,j,TRUE,0,180,mov,switch,incongruent,1,8
315,j,TRUE,0,0,mov,repetition,congruent,1,8
438,j,TRUE,180,0,or,switch,incongruent,1,8
293,f,TRUE,0,180,or,repetition,incongruent,1,8
430,f,TRUE,180,180,mov,switch,congruent,1,8
263,j,FALSE,180,0,mov,repetition,incongruent,1,8
369,f,TRUE,0,180,or,switch,incongruent,1,8
380,j,TRUE,0,0,or,repetition,congruent,1,8
493,f,TRUE,0,180,or,repetition,incongruent,1,8
361,f,TRUE,180,180,or,repetition,congruent,1,8
430,j,TRUE,180,0,or,repetition,incongruent,1,8
383,j,TRUE,180,0,or,repetition,incongruent,1,8
398,j,TRUE,0,0,or,repetition,congruent,1,8
518,f,TRUE,180,0,mov,switch,incongruent,1,8
503,j,TRUE,0,0,or,switch,congruent,1,8
383,j,TRUE,0,180,mov,switch,incongruent,1,8
319,j,TRUE,0,0,mov,repetition,congruent,1,8
403,f,TRUE,0,180,or,switch,incongruent,1,8
481,j,TRUE,0,0,or,repetition,congruent,1,8
448,f,TRUE,180,0,mov,switch,incongruent,1,8
288,j,TRUE,0,0,mov,repetition,congruent,1,8
348,j,TRUE,0,180,mov,repetition,incongruent,1,8
405,f,TRUE,180,180,mov,repetition,congruent,1,8
385,f,TRUE,180,180,mov,repetition,congruent,1,8
372,j,TRUE,180,0,or,switch,incongruent,1,8
399,f,TRUE,0,180,or,repetition,incongruent,1,8
381,j,TRUE,0,180,mov,switch,incongruent,1,8
394,j,TRUE,0,0,mov,repetition,congruent,1,8
387,f,TRUE,0,180,or,switch,incongruent,1,8
394,f,TRUE,180,180,or,repetition,congruent,1,8
361,j,TRUE,0,180,mov,switch,incongruent,1,8
381,f,TRUE,0,180,or,switch,incongruent,1,8
407,j,TRUE,0,0,mov,switch,congruent,1,8
373,j,TRUE,180,0,or,switch,incongruent,1,8
410,f,TRUE,180,0,mov,switch,incongruent,1,8
442,j,TRUE,180,0,or,switch,incongruent,1,8
306,j,TRUE,0,180,mov,switch,incongruent,1,8
315,f,TRUE,180,0,mov,repetition,incongruent,1,8
562,j,TRUE,0,180,mov,repetition,incongruent,1,8
575,j,TRUE,0,0,or,switch,congruent,1,8
468,f,TRUE,180,0,mov,switch,incongruent,1,8
383,f,TRUE,180,0,mov,repetition,incongruent,1,8
477,j,TRUE,0,0,or,switch,congruent,1,8
376,f,TRUE,180,180,mov,switch,congruent,1,8
436,f,TRUE,180,180,mov,repetition,congruent,1,8
406,j,TRUE,0,0,mov,repetition,congruent,1,8
460,j,TRUE,0,0,or,switch,congruent,1,8
447,j,TRUE,0,180,mov,switch,incongruent,1,8
431,j,TRUE,0,180,mov,repetition,incongruent,1,8
386,f,TRUE,180,180,mov,null,congruent,1,9
416,j,TRUE,180,0,or,switch,incongruent,1,9
366,j,TRUE,0,0,or,repetition,congruent,1,9
358,j,TRUE,0,0,mov,switch,congruent,1,9
416,j,TRUE,0,0,mov,repetition,congruent,1,9
531,j,TRUE,180,0,or,switch,incongruent,1,9
492,j,TRUE,0,180,mov,switch,incongruent,1,9
469,j,TRUE,0,0,or,switch,congruent,1,9
431,j,TRUE,0,0,or,repetition,congruent,1,9
360,j,TRUE,0,0,mov,switch,congruent,1,9
614,j,TRUE,0,180,mov,repetition,incongruent,1,9
406,j,TRUE,0,0,mov,repetition,congruent,1,9
438,j,TRUE,0,180,mov,repetition,incongruent,1,9
420,f,TRUE,0,180,or,switch,incongruent,1,9
403,j,TRUE,0,0,mov,switch,congruent,1,9
460,j,TRUE,0,0,or,switch,congruent,1,9
448,f,TRUE,0,180,or,repetition,incongruent,1,9
437,f,TRUE,180,180,or,repetition,congruent,1,9
463,f,TRUE,180,180,or,repetition,congruent,1,9
551,f,TRUE,180,180,mov,switch,congruent,1,9
435,j,TRUE,0,180,mov,repetition,incongruent,1,9
448,j,TRUE,0,0,mov,repetition,congruent,1,9
397,f,TRUE,180,180,mov,repetition,congruent,1,9
426,f,TRUE,0,180,or,switch,incongruent,1,9
470,j,TRUE,180,0,or,repetition,incongruent,1,9
346,j,FALSE,180,180,mov,switch,congruent,1,9
516,f,TRUE,180,0,mov,repetition,incongruent,1,9
472,f,TRUE,180,180,or,switch,congruent,1,9
404,f,TRUE,180,180,or,repetition,congruent,1,9
402,f,TRUE,180,180,mov,switch,congruent,1,9
381,f,TRUE,180,180,mov,repetition,congruent,1,9
443,j,TRUE,0,180,mov,repetition,incongruent,1,9
584,j,TRUE,0,0,or,switch,congruent,1,9
417,j,TRUE,0,0,or,repetition,congruent,1,9
304,j,TRUE,0,180,mov,switch,incongruent,1,9
249,j,TRUE,0,0,mov,repetition,congruent,1,9
315,j,TRUE,0,0,mov,repetition,congruent,1,9
363,f,TRUE,180,0,mov,repetition,incongruent,1,9
337,f,TRUE,180,180,or,switch,congruent,1,9
526,f,TRUE,0,180,or,repetition,incongruent,1,9
325,j,TRUE,0,0,mov,switch,congruent,1,9
384,f,TRUE,180,180,mov,repetition,congruent,1,9
338,j,TRUE,0,180,mov,repetition,incongruent,1,9
427,j,TRUE,180,0,or,switch,incongruent,1,9
326,j,TRUE,0,180,mov,switch,incongruent,1,9
329,f,TRUE,180,0,mov,repetition,incongruent,1,9
466,f,TRUE,0,180,or,switch,incongruent,1,9
318,j,TRUE,0,0,mov,switch,congruent,1,9
343,j,TRUE,0,180,mov,repetition,incongruent,1,9
320,j,TRUE,0,0,mov,repetition,congruent,1,9
503,j,TRUE,180,0,or,switch,incongruent,1,9
469,j,TRUE,0,0,or,repetition,congruent,1,9
372,f,TRUE,180,0,mov,switch,incongruent,1,9
369,j,TRUE,180,0,or,switch,incongruent,1,9
494,f,TRUE,0,180,or,repetition,incongruent,1,9
318,f,TRUE,0,180,or,repetition,incongruent,1,9
393,j,TRUE,180,0,or,repetition,incongruent,1,9
326,f,TRUE,0,180,or,repetition,incongruent,1,9
305,f,TRUE,180,0,mov,switch,incongruent,1,9
441,j,TRUE,180,0,or,switch,incongruent,1,9
386,j,FALSE,180,180,mov,switch,congruent,1,9
447,j,TRUE,180,0,or,switch,incongruent,1,9
455,j,TRUE,0,0,or,repetition,congruent,1,9
338,f,TRUE,180,0,mov,switch,incongruent,1,9
287,f,TRUE,0,180,or,switch,incongruent,1,9
214,f,TRUE,180,0,mov,switch,incongruent,1,9
363,j,TRUE,0,0,or,switch,congruent,1,9
403,f,TRUE,180,0,mov,switch,incongruent,1,9
504,f,TRUE,180,0,mov,repetition,incongruent,1,9
439,f,TRUE,180,180,mov,repetition,congruent,1,9
349,f,TRUE,0,180,or,switch,incongruent,1,9
361,f,TRUE,180,0,mov,switch,incongruent,1,9
242,f,TRUE,180,180,mov,repetition,congruent,1,9
282,f,TRUE,180,180,mov,repetition,congruent,1,9
441,j,TRUE,180,0,or,switch,incongruent,1,9
297,j,TRUE,0,180,mov,switch,incongruent,1,9
514,j,TRUE,0,0,or,switch,congruent,1,9
377,f,TRUE,180,180,or,repetition,congruent,1,9
340,f,TRUE,180,180,mov,switch,congruent,1,9
316,f,TRUE,180,180,or,switch,congruent,1,9
280,j,TRUE,0,0,mov,switch,congruent,1,9
371,j,TRUE,0,180,mov,repetition,incongruent,1,9
328,f,TRUE,0,180,or,switch,incongruent,1,9
348,f,TRUE,180,0,mov,switch,incongruent,1,9
305,f,TRUE,180,180,or,switch,congruent,1,9
372,f,TRUE,180,180,or,repetition,congruent,1,9
387,j,TRUE,0,0,or,repetition,congruent,1,9
337,f,TRUE,180,0,mov,switch,incongruent,1,9
314,j,TRUE,0,180,mov,repetition,incongruent,1,9
360,f,TRUE,0,180,or,switch,incongruent,1,9
348,f,TRUE,180,180,or,repetition,congruent,1,9
314,j,TRUE,180,0,or,repetition,incongruent,1,9
574,j,TRUE,0,0,or,repetition,congruent,1,9
408,j,TRUE,180,0,or,repetition,incongruent,1,9
381,f,TRUE,180,180,or,repetition,congruent,1,9
364,f,TRUE,180,180,or,repetition,congruent,1,9
434,j,TRUE,0,180,mov,null,incongruent,1,10
370,f,TRUE,0,180,or,switch,incongruent,1,10
424,j,TRUE,0,0,mov,switch,congruent,1,10
415,j,TRUE,0,0,or,switch,congruent,1,10
425,f,TRUE,180,0,mov,switch,incongruent,1,10
350,j,TRUE,0,180,mov,repetition,incongruent,1,10
416,f,TRUE,180,180,or,switch,congruent,1,10
442,j,TRUE,0,180,mov,switch,incongruent,1,10
541,j,TRUE,180,0,or,switch,incongruent,1,10
474,j,TRUE,0,0,or,repetition,congruent,1,10
320,j,TRUE,0,180,mov,switch,incongruent,1,10
398,j,TRUE,0,0,mov,repetition,congruent,1,10
466,j,TRUE,0,0,or,switch,congruent,1,10
553,f,TRUE,0,180,or,repetition,incongruent,1,10
461,j,TRUE,0,0,or,repetition,congruent,1,10
419,f,TRUE,180,180,mov,switch,congruent,1,10
363,j,TRUE,0,0,mov,repetition,congruent,1,10
397,f,TRUE,180,180,mov,repetition,congruent,1,10
400,j,TRUE,0,180,mov,repetition,incongruent,1,10
344,j,TRUE,0,180,mov,repetition,incongruent,1,10
431,f,TRUE,180,180,mov,repetition,congruent,1,10
361,j,TRUE,0,0,mov,repetition,congruent,1,10
450,j,TRUE,180,0,or,switch,incongruent,1,10
405,f,TRUE,0,180,or,repetition,incongruent,1,10
525,f,TRUE,0,180,or,repetition,incongruent,1,10
573,j,TRUE,180,0,or,repetition,incongruent,1,10
416,j,TRUE,180,0,or,repetition,incongruent,1,10
394,j,TRUE,0,0,or,repetition,congruent,1,10
382,j,TRUE,0,180,mov,switch,incongruent,1,10
351,f,TRUE,180,0,mov,repetition,incongruent,1,10
460,j,TRUE,180,0,or,switch,incongruent,1,10
421,f,TRUE,0,180,or,repetition,incongruent,1,10
409,f,TRUE,180,0,mov,switch,incongruent,1,10
348,j,TRUE,0,0,mov,repetition,congruent,1,10
312,f,TRUE,180,180,or,switch,congruent,1,10
261,f,TRUE,0,180,or,repetition,incongruent,1,10
349,f,TRUE,180,0,mov,switch,incongruent,1,10
374,f,TRUE,0,180,or,switch,incongruent,1,10
437,f,TRUE,180,180,or,repetition,congruent,1,10
313,f,TRUE,180,180,mov,switch,congruent,1,10
406,f,TRUE,180,180,or,switch,congruent,1,10
305,j,TRUE,0,180,mov,switch,incongruent,1,10
352,j,TRUE,0,180,mov,repetition,incongruent,1,10
350,j,TRUE,0,0,mov,repetition,congruent,1,10
428,f,TRUE,180,180,or,switch,congruent,1,10
314,j,TRUE,0,0,mov,switch,congruent,1,10
572,j,TRUE,0,0,or,switch,congruent,1,10
397,f,TRUE,180,0,mov,switch,incongruent,1,10
394,j,TRUE,180,0,or,switch,incongruent,1,10
395,f,TRUE,180,180,or,repetition,congruent,1,10
493,f,TRUE,180,0,mov,switch,incongruent,1,10
414,f,TRUE,180,180,or,switch,congruent,1,10
408,f,TRUE,180,180,or,repetition,congruent,1,10
458,f,TRUE,0,180,or,repetition,incongruent,1,10
405,f,TRUE,180,180,mov,switch,congruent,1,10
440,f,TRUE,180,180,mov,repetition,congruent,1,10
560,j,TRUE,180,0,or,switch,incongruent,1,10
360,j,TRUE,0,0,mov,switch,congruent,1,10
382,f,TRUE,180,0,mov,repetition,incongruent,1,10
413,f,TRUE,0,180,or,switch,incongruent,1,10
476,f,TRUE,180,0,mov,switch,incongruent,1,10
493,f,TRUE,180,0,mov,repetition,incongruent,1,10
418,j,TRUE,0,0,or,switch,congruent,1,10
406,f,TRUE,180,180,or,repetition,congruent,1,10
296,f,TRUE,180,0,mov,switch,incongruent,1,10
519,j,TRUE,180,0,or,switch,incongruent,1,10
587,j,TRUE,0,0,or,repetition,congruent,1,10
370,f,TRUE,180,180,mov,switch,congruent,1,10
343,f,TRUE,180,180,mov,repetition,congruent,1,10
381,j,TRUE,0,0,or,switch,congruent,1,10
429,f,TRUE,180,0,mov,switch,incongruent,1,10
406,f,TRUE,180,180,mov,repetition,congruent,1,10
406,j,TRUE,0,0,mov,repetition,congruent,1,10
372,j,TRUE,0,180,mov,repetition,incongruent,1,10
430,f,TRUE,180,180,mov,repetition,congruent,1,10
363,j,TRUE,0,0,or,switch,congruent,1,10
370,j,TRUE,0,0,or,repetition,congruent,1,10
329,j,TRUE,0,0,or,repetition,congruent,1,10
383,f,TRUE,180,180,mov,switch,congruent,1,10
449,j,TRUE,180,0,or,switch,incongruent,1,10
314,f,FALSE,0,180,mov,switch,incongruent,1,10
437,f,TRUE,180,0,mov,repetition,incongruent,1,10
359,j,TRUE,180,0,or,switch,incongruent,1,10
405,f,TRUE,0,180,or,repetition,incongruent,1,10
364,f,TRUE,180,180,or,repetition,congruent,1,10
378,j,TRUE,180,0,or,repetition,incongruent,1,10
485,f,TRUE,180,180,or,repetition,congruent,1,10
340,j,TRUE,0,0,mov,switch,congruent,1,10
338,j,TRUE,0,0,mov,repetition,congruent,1,10
415,j,TRUE,180,0,or,switch,incongruent,1,10
385,f,TRUE,0,180,or,repetition,incongruent,1,10
326,j,TRUE,0,180,mov,switch,incongruent,1,10
418,f,TRUE,180,180,mov,repetition,congruent,1,10
326,j,TRUE,0,0,mov,repetition,congruent,1,10
371,f,TRUE,180,180,or,switch,congruent,1,10
538,f,TRUE,0,180,or,repetition,incongruent,1,10
1115,f,TRUE,180,180,mov,null,congruent,4,1
656,f,TRUE,180,180,mov,repetition,congruent,4,1
433,f,TRUE,180,180,mov,repetition,congruent,4,1
790,f,TRUE,180,180,or,switch,congruent,4,1
633,f,TRUE,180,180,or,repetition,congruent,4,1
431,f,TRUE,180,0,mov,switch,incongruent,4,1
980,j,TRUE,0,0,mov,repetition,congruent,4,1
747,j,TRUE,0,180,mov,repetition,incongruent,4,1
1008,f,TRUE,180,180,or,switch,congruent,4,1
1039,f,TRUE,0,180,or,repetition,incongruent,4,1
402,j,TRUE,0,0,mov,switch,congruent,4,1
997,j,TRUE,180,0,or,switch,incongruent,4,1
839,j,TRUE,180,0,or,repetition,incongruent,4,1
619,f,TRUE,180,180,or,repetition,congruent,4,1
1126,f,TRUE,180,180,or,repetition,congruent,4,1
1015,j,TRUE,0,0,or,repetition,congruent,4,1
1135,j,TRUE,180,0,or,repetition,incongruent,4,1
719,f,TRUE,180,0,mov,switch,incongruent,4,1
600,j,TRUE,0,180,mov,repetition,incongruent,4,1
595,f,TRUE,180,0,mov,repetition,incongruent,4,1
447,f,TRUE,180,180,mov,repetition,congruent,4,1
811,f,TRUE,0,180,or,switch,incongruent,4,1
408,j,TRUE,0,0,or,repetition,congruent,4,1
986,j,FALSE,0,180,or,repetition,incongruent,4,1
